id_transaccion,id_cliente,monto,fecha,id_tienda,_id,nombre,genero,edad,ingresos,gastos_mensuales,puntos_lealtad,preferencias_producto,ciudad,estado
768,282,235.86,02-10-2021,29,{'$oid': '69fd6ef6476e52befdc83a4d'},Wilfrido Candelaria Meraz,Masculino,38,224974.85,172455.98,514478,"['ropa y calzado', 'deportes', 'hogar y cocina', 'Belleza', 'Ropa y Calzado']",Guadalajara,Jalisco
769,975,1745.9,02-03-2022,35,{'$oid': '69fd6ef6476e52befdc83d02'},Humberto Villarreal Herrera,Prefiere no decir,64,271410.28,124616.47,559928,"['ropa y calzado', 'Belleza', 'hogar y cocina', 'Hogar y Cocina']",Morelia,Michoacán
770,1194,9489.85,2021-03-01,17,{'$oid': '69fd6ef6476e52befdc83ddd'},Héctor del Río Cotto,Femenino,82,62205.91,27290.73,610607,['ELECTRÓNICA'],Toluca,Edo Mex
771,1139,2592.71,"May 27, 2023",38,{'$oid': '69fd6ef6476e52befdc83da6'},Micaela Araceli Heredia Reyna,Femenino,61,83875.27,15918.98,388316,"['ropa y calzado', 'ROPA Y CALZADO', 'ELECTRÓNICA']",Zacatecas,Zacatecas
772,1194,5253.59,2022-10-10,76,{'$oid': '69fd6ef6476e52befdc83ddd'},Héctor del Río Cotto,Femenino,82,62205.91,27290.73,610607,['ELECTRÓNICA'],Toluca,Edo Mex
773,889,1505.48,2021-04-27,40,{'$oid': '69fd6ef6476e52befdc83cac'},Espartaco Rosario Abrego,Prefiere no decir,55,17416.43,9520.58,295184,['hogar y cocina'],La Paz,Baja California Sur
774,720,1587.45,01-23-2022,23,{'$oid': '69fd6ef6476e52befdc83c03'},Evelio Hilda Sevilla,Masculino,40,307777.54,74843.26,110808,['hogar y cocina'],Chetumal,Quintana Roo
775,712,1895.2,2020-11-17,6,{'$oid': '69fd6ef6476e52befdc83bfb'},José Emilio Marisol Corona Villa,Masculino,56,339546.35,25568.77,196256,"['deportes', 'Belleza', 'hogar y cocina', 'Deportes', 'ropa y calzado']",Selaya,Guanajuato
776,933,8146.33,06-12-2020,75,{'$oid': '69fd6ef6476e52befdc83cd8'},Salvador Sonia Alonzo Jaramillo,Masculino,33,216471.52,73780.06,648829,['belleza'],Colima,Colima
777,961,4946.45,2023-05-19,71,{'$oid': '69fd6ef6476e52befdc83cf4'},Víctor Linda Muñoz de la O,Masculino,25,191407.11,118859.72,428688,"['ROPA Y CALZADO', 'electrónica', 'HOGAR Y COCINA', 'Ropa y Calzado']",Puerto Vallarta,Jalisco
778,420,9423.09,"Sep 16, 2022",9,{'$oid': '69fd6ef6476e52befdc83ad7'},Dr. Marisol Alfaro,Masculino,72,28394.7,10554.28,730383,"['deportes', 'ROPA Y CALZADO', 'Hogar y Cocina']",Monterrey,Nuevo León
779,205,2804.15,2020-03-07,22,{'$oid': '69fd6ef6476e52befdc83a00'},Eric Pablo Arevalo,Femenino,42,26653.99,4625.26,408222,"['ROPA Y CALZADO', 'belleza', 'Electrónica', 'Hogar y Cocina', 'ELECTRÓNICA']",Zacatecas,Zacatecas
780,410,1718.4,2021-12-26,14,{'$oid': '69fd6ef6476e52befdc83acd'},María Teresa Homero Reséndez Villaseñor,Prefiere no decir,46,322662.78,65760.59,624595,"['Deportes', 'belleza']",Saltillo,Coahuila
781,130,1894.81,"Dec 15, 2022",14,{'$oid': '69fd6ef6476e52befdc839b5'},Cristina Mauricio Longoria,Femenino,84,77881.96,14644.15,695924,"['Hogar y Cocina', 'belleza', 'HOGAR Y COCINA']",Toluca,Estado de México
782,603,9124.99,2022-10-08,54,{'$oid': '69fd6ef6476e52befdc83b8e'},Zoé Ramón Lucio,Femenino,61,128535.69,113497.01,383088,['Deportes'],Mérida,Yucatán
783,74,6694.04,09-09-2020,8,{'$oid': '69fd6ef6476e52befdc8397d'},Alvaro Castellanos Zepeda,Prefiere no decir,49,330463.62,188759.15,476102,['BELLEZA'],Oaxaca,Oaxaca
784,194,1146.64,04/10/2022,21,{'$oid': '69fd6ef6476e52befdc839f5'},Sr(a). Sonia Verdugo,Prefiere no decir,49,246872.96,214251.65,693909,"['hogar y cocina', 'DEPORTES', 'ROPA Y CALZADO']",Cuernavaca,Morelos
785,194,6442.57,04/12/2020,45,{'$oid': '69fd6ef6476e52befdc839f5'},Sr(a). Sonia Verdugo,Prefiere no decir,49,246872.96,214251.65,693909,"['hogar y cocina', 'DEPORTES', 'ROPA Y CALZADO']",Cuernavaca,Morelos
786,526,7803.66,2023-07-16,23,{'$oid': '69fd6ef6476e52befdc83b41'},Vanesa Curiel,Masculino,35,288018.65,137580.58,593996,"['electrónica', 'Belleza', 'Ropa y Calzado', 'Hogar y Cocina', 'Electrónica']",Villahermosa,Tabasco
787,66,7218.64,2021-08-24,1,{'$oid': '69fd6ef6476e52befdc83975'},Tomás Teodoro Cervántez Razo,Femenino,72,54262.21,15043.12,209677,"['electrónica', 'Deportes', 'Electrónica', 'Belleza']",Cuernavaca,Morelos
788,281,9217.32,11-21-2021,72,{'$oid': '69fd6ef6476e52befdc83a4c'},Ofelia Mondragón Arroyo,No binario,85,13526.9,8311.09,322446,"['Ropa y Calzado', 'Belleza', 'DEPORTES', 'electrónica']",Toluca,Estado de México
789,471,7398.95,07-14-2023,69,{'$oid': '69fd6ef6476e52befdc83b0a'},Rocío Darío Terrazas,Femenino,84,276434.62,246507.85,260914,['Electrónica'],Oaxaca,Oaxaca
790,388,5501.29,18/04/2020,77,{'$oid': '69fd6ef6476e52befdc83ab7'},Adán Aponte Vásquez,Prefiere no decir,76,261642.33,246450.73,381747,"['Electrónica', 'electrónica', 'belleza']",Selaya,Guanajuato
791,594,3917.97,12-29-2021,51,{'$oid': '69fd6ef6476e52befdc83b85'},Uriel Eloy Verduzco,Prefiere no decir,85,207235.73,43903.47,611259,['ropa y calzado'],Torreón,Coahuila
792,195,1987.17,06-28-2022,25,{'$oid': '69fd6ef6476e52befdc839f6'},Sr(a). Emilio Yáñez,Prefiere no decir,59,301387.17,251728.59,235668,"['BELLEZA', 'belleza', 'hogar y cocina', 'Deportes', 'ropa y calzado']",Tijuan,Baja California
793,135,5843.6,09-11-2023,59,{'$oid': '69fd6ef6476e52befdc839ba'},Adriana Mesa,Prefiere no decir,50,207740.05,55951.99,504751,"['DEPORTES', 'ELECTRÓNICA', 'BELLEZA']",Mérida,Yucatán
794,1040,6450.78,2021-11-22,59,{'$oid': '69fd6ef6476e52befdc83d43'},Germán Adán Garza,Masculino,84,8943.47,1433.15,687487,"['Hogar y Cocina', 'DEPORTES', 'ropa y calzado', 'Ropa y Calzado', 'ROPA Y CALZADO']",Mérida,Yucatán
795,696,6678.67,2023-04-06,20,{'$oid': '69fd6ef6476e52befdc83beb'},Sr(a). Rodolfo Blanco,Masculino,29,125533.37,34233.41,115073,"['Ropa y Calzado', 'BELLEZA']",Celaya,Guanajuato
796,945,3730.5,2021-04-07,6,{'$oid': '69fd6ef6476e52befdc83ce4'},Armando Inés Guerrero,No binario,78,76392.38,39187.73,304729,['ropa y calzado'],Puerto Vallarta,Jalisco
797,589,1314.3,2023-09-11,24,{'$oid': '69fd6ef6476e52befdc83b80'},Adriana Ortega,Femenino,79,11974.96,9605.28,93821,"['ROPA Y CALZADO', 'Ropa y Calzado', 'deportes', 'Hogar y Cocina']",Tepic,Nayarit
798,1142,5419.86,11-24-2023,7,{'$oid': '69fd6ef6476e52befdc83da9'},Ricardo Esmeralda Padilla,Femenino,68,304614.72,159675.94,267756,"['hogar y cocina', 'BELLEZA', 'DEPORTES']",Hermosillo,Sonora
799,333,4190.41,2021-08-09,43,{'$oid': '69fd6ef6476e52befdc83a80'},Elvira de la Torre,Femenino,18,211682.27,125374.07,472384,"['Belleza', 'deportes', 'electrónica', 'Hogar y Cocina']",Hermosillo,Sonora
800,1043,4565.87,2023-06-21,15,{'$oid': '69fd6ef6476e52befdc83d46'},Lilia Arturo Abreu Puente,Masculino,77,179240.5,29941.06,649273,"['Electrónica', 'DEPORTES', 'ELECTRÓNICA', 'Ropa y Calzado']",Tapachul,Chiapas
801,432,3508.44,22/01/2023,49,{'$oid': '69fd6ef6476e52befdc83ae3'},Esparta Lucero,Prefiere no decir,60,38988.2,11774.81,348031,"['ROPA Y CALZADO', 'Hogar y Cocina']",Hermosillo,Sonora
802,270,8927.35,09-25-2021,16,{'$oid': '69fd6ef6476e52befdc83a41'},Sessa José Carlos Rascón Botello,Prefiere no decir,59,30118.97,8900.05,588220,"['Deportes', 'ROPA Y CALZADO']",Campeche,Campeche
803,1191,6179.87,12-16-2020,18,{'$oid': '69fd6ef6476e52befdc83dda'},Rosalia Alcántar,Femenino,82,17273.25,10338.86,605866,['BELLEZA'],Guadalajara,Jalisco
804,750,2137.83,04-23-2023,4,{'$oid': '69fd6ef6476e52befdc83c21'},Ofelia Gamez Fonseca,Prefiere no decir,42,232146.67,200330.77,430532,"['Electrónica', 'ELECTRÓNICA', 'deportes']",Campeche,Campeche
805,747,6762.14,2023-11-26,2,{'$oid': '69fd6ef6476e52befdc83c1e'},Sergio Vicente Vargas,Masculino,30,134066.72,82489.84,560802,"['Electrónica', 'ROPA Y CALZADO', 'Hogar y Cocina', 'belleza']",Oaxaca,Oaxaca
806,988,4477.86,"Dec 12, 2022",39,{'$oid': '69fd6ef6476e52befdc83d0f'},Aldo Barraza Barrientos,Masculino,74,44757.44,18545.22,392472,"['Ropa y Calzado', 'DEPORTES']",Tijuan,Baja California
807,824,7001.04,2020-07-15,30,{'$oid': '69fd6ef6476e52befdc83c6b'},Conchita Espartaco Sáenz Villarreal,Femenino,20,57403.41,34851.16,452641,"['Electrónica', 'Belleza', 'ropa y calzado', 'BELLEZA']",Campeche,Campeche
808,640,388.9,"Oct 10, 2020",65,{'$oid': '69fd6ef6476e52befdc83bb3'},Asunción Delia Cortés Uribe,Femenino,22,344923.45,51363.49,329610,"['ropa y calzado', 'deportes', 'Electrónica', 'Deportes', 'Ropa y Calzado']",Mazatlan,Sinaloa
809,975,3017.62,10-25-2021,69,{'$oid': '69fd6ef6476e52befdc83d02'},Humberto Villarreal Herrera,Prefiere no decir,64,271410.28,124616.47,559928,"['ropa y calzado', 'Belleza', 'hogar y cocina', 'Hogar y Cocina']",Morelia,Michoacán
810,718,2582.05,2023-07-23,13,{'$oid': '69fd6ef6476e52befdc83c01'},Mtro. Cristian Roybal,Masculino,57,227057.71,127245.5,151306,"['belleza', 'ELECTRÓNICA', 'hogar y cocina', 'ropa y calzado', 'Electrónica']",Qro,Querétaro
811,841,8539.54,2021-12-01,69,{'$oid': '69fd6ef6476e52befdc83c7c'},Alta  Gracia Joaquín Ocampo,Masculino,72,331898.1,308266.02,355247,"['ROPA Y CALZADO', 'Deportes', 'BELLEZA']",Tepic,Nayarit
812,354,6208.76,24/09/2023,48,{'$oid': '69fd6ef6476e52befdc83a95'},Amelia Esparza Zamudio,Femenino,66,67957.08,58681.04,124013,"['Belleza', 'Electrónica', 'electrónica', 'Deportes']",Campeche,Campeche
813,859,3056.76,"Oct 09, 2021",56,{'$oid': '69fd6ef6476e52befdc83c8e'},José Emilio Mariano Puente Suárez,Femenino,42,272957.8,13634.96,74065,"['deportes', 'Electrónica', 'Ropa y Calzado']",La Paz,Baja California Sur
814,634,321.56,27/12/2021,45,{'$oid': '69fd6ef6476e52befdc83bad'},Beatriz Karina Méndez Vera,No binario,72,82249.56,31622.99,547427,['Ropa y Calzado'],Durango,Durango
815,1031,7653.85,2020-09-30,6,{'$oid': '69fd6ef6476e52befdc83d3a'},Fernando Estela Moya,Femenino,22,30638.36,26781.45,314247,"['BELLEZA', 'Hogar y Cocina', 'ROPA Y CALZADO', 'Electrónica', 'Ropa y Calzado']",Saltillo,Coahuila
816,788,2299.4,14/11/2023,55,{'$oid': '69fd6ef6476e52befdc83c47'},Dr. Esperanza Gastélum,Femenino,29,209086.1,40208.11,543448,"['Hogar y Cocina', 'BELLEZA']",La Paz,Baja California Sur
817,142,6034.29,2023-12-08,4,{'$oid': '69fd6ef6476e52befdc839c1'},Eric Leyva,Prefiere no decir,41,271987.29,252923.39,726706,"['BELLEZA', 'Ropa y Calzado']",Villahermosa,Tabasco
818,1151,6828.65,2022-02-08,41,{'$oid': '69fd6ef6476e52befdc83db2'},Berta Urrutia,No binario,57,89262.82,56470.94,328238,"['ROPA Y CALZADO', 'electrónica', 'Deportes', 'belleza', 'ELECTRÓNICA']",Tepic,Nayarit
819,1040,4931.34,2020-09-30,79,{'$oid': '69fd6ef6476e52befdc83d43'},Germán Adán Garza,Masculino,84,8943.47,1433.15,687487,"['Hogar y Cocina', 'DEPORTES', 'ropa y calzado', 'Ropa y Calzado', 'ROPA Y CALZADO']",Mérida,Yucatán
820,267,1713.33,2022-12-23,50,{'$oid': '69fd6ef6476e52befdc83a3e'},Silvia Nadia Zúñiga,Prefiere no decir,32,244445.46,33527.35,123053,"['hogar y cocina', 'belleza', 'DEPORTES', 'ROPA Y CALZADO']",Monterrey,Nuevo León
821,1064,3859.47,27/07/2023,22,{'$oid': '69fd6ef6476e52befdc83d5b'},Violeta Berta Armenta,Prefiere no decir,57,164296.82,61535.22,724662,"['Electrónica', 'Ropa y Calzado', 'Hogar y Cocina', 'Deportes', 'Belleza']",Los Mochs,Sinaloa
822,1196,7126.01,16/12/2023,41,{'$oid': '69fd6ef6476e52befdc83ddf'},Lic. Karla Orta,Femenino,62,32598.69,30168.56,233211,"['Hogar y Cocina', 'ropa y calzado', 'Deportes', 'Belleza', 'electrónica']",Morelia,Michoacán
823,844,223.0,01-19-2023,51,{'$oid': '69fd6ef6476e52befdc83c7f'},Mtro. Javier Cabán,Prefiere no decir,49,30504.67,24551.48,568302,"['ELECTRÓNICA', 'deportes', 'hogar y cocina', 'ropa y calzado', 'BELLEZA']",Querétaro,Querétaro
824,943,8165.88,09-23-2023,10,{'$oid': '69fd6ef6476e52befdc83ce2'},René Velásquez Aguilar,No binario,61,227713.61,178044.99,145758,"['ropa y calzado', 'Hogar y Cocina', 'belleza', 'ROPA Y CALZADO', 'Ropa y Calzado']",Toluca,Edo Mex
825,973,3349.59,"Mar 25, 2023",62,{'$oid': '69fd6ef6476e52befdc83d00'},Dr. Verónica Gaytán,Masculino,64,119960.8,108984.4,288036,"['Electrónica', 'HOGAR Y COCINA']",Morelia,Michoacán
826,614,8746.62,2021-12-03,75,{'$oid': '69fd6ef6476e52befdc83b99'},Hermelinda Luis Manuel Patiño Duarte,No binario,18,263341.53,249535.28,334149,"['DEPORTES', 'belleza', 'HOGAR Y COCINA', 'electrónica']",Durango,Durango
827,411,3069.9,2021-04-24,70,{'$oid': '69fd6ef6476e52befdc83ace'},Daniel Roque,Femenino,31,131199.19,12786.65,489566,"['Belleza', 'electrónica']",Culiacán,Sinaloa
828,323,8355.99,07-28-2021,58,{'$oid': '69fd6ef6476e52befdc83a76'},Clara Sergio Rosario Ferrer,Masculino,57,101195.54,4076.51,563367,['ELECTRÓNICA'],Puerto Vallarta,Jalisco
829,1010,8385.44,08/02/2022,6,{'$oid': '69fd6ef6476e52befdc83d25'},María Luisa Casas,Prefiere no decir,55,203183.27,68959.3,272237,"['Belleza', 'hogar y cocina']",Morelia,Michoacán
830,982,4117.55,12-29-2022,56,{'$oid': '69fd6ef6476e52befdc83d09'},Claudia Ocampo,Femenino,18,217224.17,92139.63,544407,"['HOGAR Y COCINA', 'BELLEZA', 'DEPORTES']",Toluca,Edo Mex
831,875,5036.55,"Mar 06, 2022",4,{'$oid': '69fd6ef6476e52befdc83c9e'},Gerónimo Lilia Zepeda Tejeda,No binario,69,117961.67,108336.4,411292,"['HOGAR Y COCINA', 'ropa y calzado', 'ROPA Y CALZADO']",Puerto Vallarta,Jalisco
832,954,7413.88,2023-06-04,78,{'$oid': '69fd6ef6476e52befdc83ced'},Ángel de la Fuente,Masculino,47,42988.92,1368.06,199044,"['ELECTRÓNICA', 'HOGAR Y COCINA', 'electrónica']",Tapachula,Chiapas
833,1194,4700.01,01/05/2023,3,{'$oid': '69fd6ef6476e52befdc83ddd'},Héctor del Río Cotto,Femenino,82,62205.91,27290.73,610607,['ELECTRÓNICA'],Toluca,Edo Mex
834,784,3383.26,2023-07-02,74,{'$oid': '69fd6ef6476e52befdc83c43'},Concepción Iván Muñiz Peña,Prefiere no decir,23,74020.35,25271.67,211992,['Belleza'],Culiacán,Sinaloa
835,807,5819.66,2023-01-11,41,{'$oid': '69fd6ef6476e52befdc83c5a'},Rebeca Leticia Armas Sosa,Prefiere no decir,63,115461.82,13203.79,319992,['hogar y cocina'],Culiacán,Sinaloa
836,1015,6367.12,06/06/2022,6,{'$oid': '69fd6ef6476e52befdc83d2a'},Lic. Guadalupe Mascareñas,No binario,78,18446.14,5837.44,116455,"['Belleza', 'DEPORTES', 'ELECTRÓNICA', 'ROPA Y CALZADO', 'belleza']",Guadalajara,Jalisco
837,177,7844.79,2022-03-30,71,{'$oid': '69fd6ef6476e52befdc839e4'},Eric Camila Alonzo Arguello,No binario,78,42788.53,9562.86,613166,['ropa y calzado'],Cancun,Quintana Roo
838,393,2209.96,2020-02-08,72,{'$oid': '69fd6ef6476e52befdc83abc'},Ing. Elena Romero,Prefiere no decir,58,106529.42,36218.85,638935,['ropa y calzado'],Villahermosa,Tabasco
839,463,9369.83,14/12/2020,8,{'$oid': '69fd6ef6476e52befdc83b02'},Cecilia Palacios,Masculino,80,335308.45,247180.15,39545,"['Belleza', 'Electrónica']",Saltillo,Coahuila
840,590,9164.35,10-20-2021,45,{'$oid': '69fd6ef6476e52befdc83b81'},Lic. Modesto Raya,Masculino,72,253902.09,200522.96,675328,['BELLEZA'],Mérida,Yucatán
841,886,8505.2,2021-06-20,12,{'$oid': '69fd6ef6476e52befdc83ca9'},Rosa Sanabria,Prefiere no decir,41,145360.71,101328.37,100753,"['deportes', 'Hogar y Cocina', 'Electrónica', 'ropa y calzado']",Aguascalientes,Aguascalientes
842,1177,8670.05,02-28-2021,67,{'$oid': '69fd6ef6476e52befdc83dcc'},Hilda Uriel Dávila Tijerina,Prefiere no decir,75,132865.69,97080.41,192610,"['Deportes', 'Electrónica', 'DEPORTES', 'Belleza', 'hogar y cocina']",Guadalajara,Jalisco
843,1163,3521.07,07-03-2022,74,{'$oid': '69fd6ef6476e52befdc83dbe'},Pablo Guajardo Irizarry,Masculino,63,14401.8,1266.44,435525,['Electrónica'],Mazatln,Sinaloa
844,886,2997.8,03/02/2021,17,{'$oid': '69fd6ef6476e52befdc83ca9'},Rosa Sanabria,Prefiere no decir,41,145360.71,101328.37,100753,"['deportes', 'Hogar y Cocina', 'Electrónica', 'ropa y calzado']",Aguascalientes,Aguascalientes
845,749,456.65,2020-11-03,69,{'$oid': '69fd6ef6476e52befdc83c20'},Esparta Paulina Sanabria Nevárez,Masculino,34,168214.02,45322.12,579545,"['BELLEZA', 'Hogar y Cocina']",Los Mochis,Sinaloa
846,245,2336.34,11-22-2022,77,{'$oid': '69fd6ef6476e52befdc83a28'},Jaime Gallegos Rubio,Masculino,66,252830.39,227333.37,494079,['Ropa y Calzado'],Monterrey,Nuevo León
847,157,4469.69,08-18-2020,58,{'$oid': '69fd6ef6476e52befdc839d0'},Anabel Mauro Alfaro Rangel,Prefiere no decir,34,281093.46,123943.2,128788,"['ROPA Y CALZADO', 'ELECTRÓNICA']",Mérida,Yucatán
848,483,5991.99,18/12/2021,9,{'$oid': '69fd6ef6476e52befdc83b16'},Sr(a). Amalia Barrientos,Prefiere no decir,62,119493.87,41032.21,356482,"['Deportes', 'HOGAR Y COCINA']",Guadalajara,Jalisco
849,157,2928.49,2023-12-01,63,{'$oid': '69fd6ef6476e52befdc839d0'},Anabel Mauro Alfaro Rangel,Prefiere no decir,34,281093.46,123943.2,128788,"['ROPA Y CALZADO', 'ELECTRÓNICA']",Mérida,Yucatán
850,767,4959.96,2022-03-30,38,{'$oid': '69fd6ef6476e52befdc83c32'},Sandra Eugenia Tórrez,Prefiere no decir,58,97669.02,46856.92,67802,"['BELLEZA', 'Ropa y Calzado', 'HOGAR Y COCINA', 'electrónica', 'Belleza']",Saltillo,Coahuila
851,335,924.03,05-10-2022,46,{'$oid': '69fd6ef6476e52befdc83a82'},Wilfrido Vallejo,No binario,31,74602.72,45042.89,670655,"['Ropa y Calzado', 'ropa y calzado', 'HOGAR Y COCINA']",Tepic,Nayarit
852,200,3031.43,"Jun 14, 2021",69,{'$oid': '69fd6ef6476e52befdc839fb'},Maximiliano Gil Trujillo,Masculino,40,24763.31,5422.04,167692,['DEPORTES'],Morelia,Michoacán
853,56,1740.57,2020-04-26,3,{'$oid': '69fd6ef6476e52befdc8396b'},Sr(a). Israel Meléndez,Masculino,69,210330.12,149103.52,208378,"['Ropa y Calzado', 'hogar y cocina']",Mérida,Yucatán
854,688,650.95,2021-09-19,51,{'$oid': '69fd6ef6476e52befdc83be3'},Carlota José Manuél Cazares,Masculino,78,345602.47,164968.58,392515,"['ROPA Y CALZADO', 'BELLEZA', 'electrónica', 'Hogar y Cocina', 'Belleza']",Culiacán,Sinaloa
855,191,7516.84,09/03/2020,29,{'$oid': '69fd6ef6476e52befdc839f2'},Mtro. Eva Villalpando,No binario,24,323006.44,127778.13,523673,"['DEPORTES', 'hogar y cocina', 'electrónica']",Cuernavaca,Morelos
856,187,2661.77,2023-12-30,48,{'$oid': '69fd6ef6476e52befdc839ee'},Daniela Escalante,No binario,38,130652.33,93343.89,598789,"['Belleza', 'DEPORTES', 'HOGAR Y COCINA', 'belleza', 'electrónica']",Zacatecas,Zacatecas
857,1093,7803.56,30/03/2020,12,{'$oid': '69fd6ef6476e52befdc83d78'},Celia Carlota Negrete Olvera,Femenino,22,264036.79,87896.14,673245,"['ropa y calzado', 'Electrónica', 'Ropa y Calzado', 'Hogar y Cocina', 'ELECTRÓNICA']",Selaya,Guanajuato
858,147,612.32,26/09/2021,65,{'$oid': '69fd6ef6476e52befdc839c6'},Nelly Eric Garibay,Masculino,48,61013.28,55296.36,502032,"['Electrónica', 'HOGAR Y COCINA', 'ropa y calzado', 'deportes']",Monterrey,Nuevo León
859,918,7468.04,"Sep 28, 2021",44,{'$oid': '69fd6ef6476e52befdc83cc9'},Mtro. Daniel Zavala,No binario,73,44900.77,19836.14,630314,"['deportes', 'Hogar y Cocina']",Oaxaca,Oaxaca
860,573,5867.63,"Jul 10, 2020",52,{'$oid': '69fd6ef6476e52befdc83b70'},Mtro. Abelardo Montez,No binario,35,247033.34,221042.4,603839,"['hogar y cocina', 'Belleza', 'Ropa y Calzado', 'Hogar y Cocina', 'deportes']",Colima,Colima
861,268,7167.88,2021-08-28,41,{'$oid': '69fd6ef6476e52befdc83a3f'},Patricia Espino Báez,Femenino,49,258267.94,77297.39,676838,"['ELECTRÓNICA', 'ROPA Y CALZADO', 'hogar y cocina', 'electrónica']",Villahermosa,Tabasco
862,380,6225.79,2021-12-16,76,{'$oid': '69fd6ef6476e52befdc83aaf'},Sessa Abigail Ríos,Masculino,19,248994.11,112179.47,577140,"['Hogar y Cocina', 'BELLEZA', 'HOGAR Y COCINA']",Monterrey,Nuevo León
863,361,1883.09,"Apr 05, 2023",36,{'$oid': '69fd6ef6476e52befdc83a9c'},Antonio Pedro de León Villarreal,Masculino,19,69402.07,5465.39,515223,"['BELLEZA', 'ropa y calzado', 'HOGAR Y COCINA']",Saltillo,Coahuila
864,447,9468.89,"Nov 16, 2020",7,{'$oid': '69fd6ef6476e52befdc83af2'},Isabela Muñiz,Femenino,26,179129.99,66998.73,75919,"['ROPA Y CALZADO', 'HOGAR Y COCINA', 'electrónica', 'Hogar y Cocina']",Tapachla,Chiapas
865,66,8729.0,2022-01-06,50,{'$oid': '69fd6ef6476e52befdc83975'},Tomás Teodoro Cervántez Razo,Femenino,72,54262.21,15043.12,209677,"['electrónica', 'Deportes', 'Electrónica', 'Belleza']",Cuernavaca,Morelos
866,936,178.67,2022-02-20,17,{'$oid': '69fd6ef6476e52befdc83cdb'},Ing. Zoé Mireles,Femenino,35,8919.56,5991.37,333226,"['DEPORTES', 'Electrónica']",Campeche,Campeche
867,920,3987.12,01-16-2021,56,{'$oid': '69fd6ef6476e52befdc83ccb'},Maximiliano Porfirio Gastélum,Prefiere no decir,84,57459.52,33739.71,412114,"['ELECTRÓNICA', 'HOGAR Y COCINA', 'electrónica']",Mazatlán,Sinaloa
868,458,4865.23,25/07/2022,28,{'$oid': '69fd6ef6476e52befdc83afd'},Sr(a). Caridad Heredia,No binario,45,11827.38,3229.74,248371,"['DEPORTES', 'Electrónica', 'electrónica', 'Deportes']",Zacatecas,Zacatecas
869,12,4493.61,2022-12-14,14,{'$oid': '69fd6ef6476e52befdc8393f'},Jerónimo José Carlos Marrero,Prefiere no decir,74,343313.41,50572.14,562435,"['electrónica', 'ropa y calzado', 'Belleza', 'HOGAR Y COCINA']",Villahermosa,Tabasco
870,206,291.46,03-07-2020,55,{'$oid': '69fd6ef6476e52befdc83a01'},Salma César Carrasco,Prefiere no decir,76,22878.27,10445.97,565464,"['Electrónica', 'Belleza', 'Deportes']",Chihuas,Chihuahua
871,315,7110.64,08-25-2022,21,{'$oid': '69fd6ef6476e52befdc83a6e'},Mariano Espinosa Montaño,Masculino,74,158654.62,132916.18,288210,"['HOGAR Y COCINA', 'Hogar y Cocina', 'ropa y calzado']",Saltillo,Coahuila
872,649,8285.96,2020-10-15,11,{'$oid': '69fd6ef6476e52befdc83bbc'},Miriam Joaquín Flórez Tamez,No binario,21,286115.97,13576.22,493492,"['Electrónica', 'electrónica']",Morelia,Michoacán
873,576,7525.53,11-17-2021,28,{'$oid': '69fd6ef6476e52befdc83b73'},Zeferino Wilfrido Echeverría,Prefiere no decir,53,222652.45,188418.28,677772,"['ropa y calzado', 'BELLEZA', 'DEPORTES']",Monterrey,Nuevo León
874,264,8027.05,21/06/2023,35,{'$oid': '69fd6ef6476e52befdc83a3b'},Carlos Lozano,Masculino,79,149930.93,103833.73,729544,"['ROPA Y CALZADO', 'DEPORTES', 'belleza', 'HOGAR Y COCINA', 'deportes']",Villahermosa,Tabasco
875,262,670.59,20/03/2020,50,{'$oid': '69fd6ef6476e52befdc83a39'},Guillermo Óscar Dueñas Naranjo,No binario,31,159252.74,126518.5,496131,"['belleza', 'ropa y calzado', 'Electrónica', 'deportes', 'ELECTRÓNICA']",Tepic,Nayarit
876,434,9065.51,08-30-2022,74,{'$oid': '69fd6ef6476e52befdc83ae5'},Jaqueline Madrigal Santacruz,Masculino,50,22934.28,15916.36,5857,"['Deportes', 'Electrónica', 'DEPORTES', 'hogar y cocina', 'ropa y calzado']",Campeche,Campeche
877,73,2506.01,04-26-2022,43,{'$oid': '69fd6ef6476e52befdc8397c'},Rosalia Quesada Serrato,Masculino,29,296227.43,150371.59,692917,"['ELECTRÓNICA', 'hogar y cocina', 'Belleza', 'DEPORTES', 'ropa y calzado']",Hermosillo,Sonora
878,73,4673.14,09/10/2020,38,{'$oid': '69fd6ef6476e52befdc8397c'},Rosalia Quesada Serrato,Masculino,29,296227.43,150371.59,692917,"['ELECTRÓNICA', 'hogar y cocina', 'Belleza', 'DEPORTES', 'ropa y calzado']",Hermosillo,Sonora
